id;tweet;caption;ner;sa
1097672;A biased picture is worth a thousand biased words . The @AP knows this . Look at how they frame Hillary vs Ted Cruz . http://t.co/Jd18T8e2yS;politician speaks during a campaign event.;O O O O O O O O O O O O O O O O O O O O B-PER O B-PER I-PER O O O O O O O O;POSITIVE
682208;Happy Birthday to world champion Darko @dare _ duric ! What do you wish him ? http://t.co/V0IScWp9GL;olympic athlete celebrates his gold medal in the pool;O O O O O B-PER O O O O O O O O O O O O O O O O O O O O;POSITIVE
280626;Turns out Pretty Ricky was pretty icky in Wellington . http://t.co/myYRi2RK2W http://t.co/o7yc4G7yFP;hip hop artist performing at the nightclub;O O B-PER I-PER O B-PER O O B-LOC O O O O O O O O O O;NEGATIVE
682357;What a great evening session ! Ukraine finishes Day 5 in 1st position of the medals table , Russia in 2nd and GB in 3rd http://t.co/VBw9UOZ7oX;person competes in the women's 200m backstroke.;O O O O O O O O O O O O O O O O O O B-LOC O O O B-LOC O O O O O O O O O O;POSITIVE
418314;Deans from GSO colleges discuss preferred site for collaborative University campus downtown @South Elm&amp , Lee streets . http://t.co/JowW3An3z4;a group of men standing around a table.;O O B-ORG O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O;NEGATIVE
71244;RT @SDLaborCouncil : San Diego @MachinistsUnion standing in solidarity today with nurses outside @RepSusanDavis office to #StopFastTrack htt…;people are holding signs;O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O;NEGATIVE
30136;RT @KABAR _ CHELSEA : Fernando Torres . #CB http://t.co/NKldz3Sb3i;the most important players in the world;O O O O O B-PER I-PER O O O O O O O O O O;POSITIVE
50186;RT @Markfergusonuk : Lucy Howarth , aged 6 , is the voice of a nation today http://t.co/JCIO7hTT5K;politician talks with students in the classroom.;O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O;POSITIVE
63446;RT @EarthPixDaiIy : Greenland http://t.co/7QDDavkEqU;sunset over the sea with clouds;O O O B-LOC O O O O O O O;NEGATIVE
237510;Worst part about being in HEB , everyone knows where I live . Also , everyone knows that we get free PPV . http://t.co/Qxg1TenoZe;this text from person is not just as good as it is.;O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
67960;RT @Politics _ PR : Ex-Yahoo CEO : I would pay Jon Stewart $ 100 million per year to relaunch his show : http://t.co/0DptqhDrTy #p2 http://t.co/…;comedian - i would like to pay $ 1, 000 to pay $ 1, 000.;O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
67864;RT @slatest : As backlash builds , Giuliani cites Obama ' s white relatives as evidence of non-racism : http://t.co/3SaxM5lO82 http://t.co/4bYcV…;politician delivers a speech during a meeting.;O O O O O O O B-PER O B-PER O O O O O O O O O O O O O O O O O O;POSITIVE
501321;Space Shuttle spotted over the Lincoln Memorial at 10 : 07 AM #spottheshuttle http://t.co/bXal7HN7;a plane flying in the sky;B-OTHER I-OTHER O O O B-LOC I-LOC O O O O O O O O O O O O O;NEGATIVE
1443312;RT @classicepics : William Harley and Arthur Davidson , 1914 http://t.co/GPBLweSRbJ;vintage photograph of men on a motorcycle;O O O B-PER I-PER O B-PER I-PER O O O O O O O O O O;NEGATIVE
116476;The Top Luxury Swimming / Infinity Pools from around the world http://t.co/VXwQQuq8tn #infinitypools MT @adelto http://t.co/ZwE6pYJa7G;the pool at night is lit up with blue lights.;O O O O O B-OTHER I-OTHER O O O O O O O O O O O O O O O O O O O;POSITIVE
74439;How many Cowboys does it take to change a tire ? 1 unless it ' s a blowout then they all show up . D . Forward #PETS2015 http://t.co/ERb1GMqWGc;banner hanging from the ceiling;O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
1028891;Ortigas Greenways Walking Tour with Architect Paulo Alcazaren . Quite an urban adventure ! Down EDSA , Bank Dr &amp , Opal Rd ! http://t.co/g6JdK3Wd;a man talks to a woman with a map.;B-OTHER I-OTHER O O O O B-PER I-PER O O O O O O O B-ORG O O O O O B-LOC I-LOC O O O O O O O O O O O;POSITIVE
73944;@Cosmopolitan : Emma Roberts is engaged despite rocky relationship past : http://t.co/wR01yeMJ3v http://t.co/QX0tTfdHyH gonna go die kbye;actors attend the after party for the premiere.;O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O;POSITIVE
13468;What do health heroes look like ? Dr Lucille Corti died AIDS 1996 , Dr Lukwiya died Ebola 2000 . 52yrs serving #Uganda http://t.co/dYrza1lGYT;a picture of a man;O O O O O O O B-PER I-PER I-PER O B-OTHER O O B-PER I-PER O B-OTHER O O O O B-LOC O O O O O O;NEGATIVE
72915;Park your Divvy for a better view . #latergram at Wrigley http://t.co/IswYXlxIQe;person in a tree with a bicycle;O O O O O O O O O O B-LOC O O O O O O O O;NEGATIVE
124220;Today 21 years ago in Australia was born one of the people who ilunima me with his smile #HappyBirthdayAshton http://t.co/KMYdrnsZDL;i'm a sucker for a cute smile.;O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O;POSITIVE
1375217;Interview With Bucks County Author Betsy Thomson : http://t.co/9ZlMRGsc8D via @ThisKid_Erik http://t.co/AbyU3RW0hL;book by author : book by author;O O B-LOC I-LOC O B-PER I-PER O O O O O O O O O O O O;NEGATIVE
125882;RT @HistoryInPics : Parking at the Grand Canyon . 1914 . http://t.co/SrXMMvdMdH;the first vehicles of the world;O O O O O O B-LOC I-LOC O O O O O O O O O O;NEGATIVE
458804;RT @ltsChuckBass : sushi with Ed = dream date http://t.co/PnYra294tE;man sitting at table;O O O O O B-PER O O O O O O O O;NEGATIVE
769904;RT @Newsroompostcom : HAL hands over BrahMos missile integrated Su-30 to IAF http://t.co/VcyIe0LYWE http://t.co/iA1oLw2WrT;aircraft model, assigned, performs a routine flight during a training exercise.;O O O B-ORG O O B-OTHER O O B-OTHER O B-ORG O O O O O O O O O O O O O;NEGATIVE
412568;Victoria tonight . Hope we see some http://t.co/lJV3if6xe0;a body of water;B-LOC O O O O O O O O O O O;POSITIVE
24431;Time for a short break in Riga before heading to airport . Great time in Latvia ! http://t.co/kFnww1cKXY;the tree is green;O O O O O O B-LOC O O O O O O O O B-LOC O O O O O O;POSITIVE
1925565;RT @Entrepreneur : Happy Birthday , Steve Jobs . http://t.co/2VshrXOiJ2;i have to follow the courage to follow the heart, and what you want to know about it.;O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O;POSITIVE
67406;RT @thinkprogress : Starbucks employees react to the ' Race Together ' campaign http://t.co/dkL5Tw3Qie http://t.co/AugzVtD9OS;a woman holds a cup of coffee.;O O O B-ORG O O O O O B-OTHER I-OTHER O O O O O O O O O O O;NEGATIVE
493756;Northern BBQ , TO Food Fest , Kitchen Bitches . These upcoming #Toronto food events http://t.co/xjY64a9PVm http://t.co/0N4US6bQVu via @ blogto;a photo of a dish;O O O B-LOC I-LOC I-LOC O B-LOC I-LOC O O O B-LOC I-LOC O O O O O O O O O O O;NEGATIVE
953369;RT @FLOTUS : Photo : First Lady Michelle Obama plants wheat seeds with students at the spring @WhiteHouse Kitchen Garden planting : http:// ...;people working in the garden;O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O;POSITIVE
1745869;RT @ThislsAmazing : Johnny Depp , 1989 http://t.co/1xSHDkYTuF;a person is sitting down;O O O B-PER I-PER O O O O O O O O;NEGATIVE
72625;Wider view ( red speck ! ) . Shot 24 , 70 and 800mm while Wallenda crossed #skyscraperlive PHOTOS : http://t.co/QniiShXIhx http://t.co/2OfzHpF8dS;night view of the skyscrapers;O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O;NEGATIVE
70291;RT @buffalobills : One Sunday closer to Buffalo Bills football . #GoBills #FeelTheRush http://t.co/JMy2doNhMN;american football player celebrates the win over american football team;O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O;POSITIVE
694025;RT @mdj17 : Its the NRA ? ? ? http://t.co/GDrOKFhK88;person using a gun using real - life products and then he bought them a day before he was killed today.;O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
417429;Feeling like Spock watching Vulcan destroyed as I read East Coast #Snowmageddon2015 tweets from sunny California . http://t.co/7LTFRRsZO9;the man in the hat;O O B-PER O B-PER O O O O O O O O O O B-LOC O O O O O O O;NEGATIVE
65091;RT @ManUtdGraphics : [ Awards ] The winner of the Jimmy Murphy Young Player of the Year award for the 2013/14 season is James Wilson ! #MUFC ht…;football player celebrates scoring his team's second goal of the game;O O O O O O I-OTHER O I-OTHER I-OTHER B-OTHER I-OTHER I-OTHER I-OTHER I-OTHER I-OTHER I-OTHER I-OTHER O I-OTHER O O O B-PER I-PER O B-ORG O O O O O O O O O O O O;POSITIVE
16026;RT @idontcurve : Rihanna looking as thick as ever http://t.co/VYWloMhDId;the girl in the black bikini;O O O B-PER O O O O O O O O O O O O;NEGATIVE
1127618;RT @STcom : Flash mob marriage proposal at Changi Airport takes off http://t.co/83Fdfcwlju http://t.co/XLgJLO1XQk;a man kneeling on the ground to take a picture of a woman kneeling on her knee;O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
1687527;Turns out , neither of these footprints belongs to Brian Williams . http://t.co/fmIOjpcyE6;a footprint of a man's shoe;O O O O O O O O O B-PER I-PER O O O O O O O O;NEGATIVE
537701;RT @beautifulpixx : Seoraksan National Park in South Korea . http://t.co/xWbmImGNNY;mountain range are the most beautiful mountain in the world.;O O O B-LOC I-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O;POSITIVE
1717443;RT @NJHNEWS : Niall when he went to pee tonight in Santa Clara - 7/11 http://t.co/bt4BveM9Xm;i'm a sucker for a man who has a dog;O O O B-PER O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O;NEGATIVE
15996;@PierceTheFresno #Darah Dan and Sarah : D http://t.co/JeQtd3clmX;person, a cheerleader, poses with cheerleaders.;O B-PER I-PER O B-PER O O O O O O O O O;NEGATIVE
377;"Huh ! ? Smh RT @ComedyCentralKE Terrible day for Kenyans . #GarissaAttack #KenyaAttack http://t.co/MKpE8Y8UUC""";a soldier and his wife, walk past a soldier.;O O O O O O O O O B-LOC O O O O O O O O O O O O O;NEGATIVE
74236;RT @OU _ Football : Baker ' s record-breaking opening performance . http://t.co/H87rhSUYHi;american football player holding a football;O O O O O B-PER O O O O O O O O O O O O O;POSITIVE
372474;Nana meets Conchita at Paris ( exhibition Jean Paul Gaultier ) http://t.co/4rJQPa2Um8;a mannequin wearing a brown dress;B-PER O B-PER O B-LOC O O B-PER I-PER I-PER O O O O O O O O;POSITIVE
35327;RT @ThislsAmazing : Woodstock http://t.co/k6M8U72cUy;a colorful house in the village;O O O B-LOC O O O O O O O;POSITIVE
1285681;St . John Paul II &amp , Religious Liberty #Fortnight4Freedom #Catholic #FortnightForFreedom http://t.co/A6IIPVbZIo;the key to freedom and freedom is the freedom of the human rights and the human rights of all nations.;O O I-PER I-PER I-PER O O O O O B-OTHER O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
70513;#Bears coach John Fox meets the Dolphins after his first game , a preseason win : http://t.co/MDtDMa3Ahy http://t.co/fSZ6rigQrE;american football player and american football player greet each other after the game.;B-ORG O B-PER I-PER O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
899319;"RT @astroehlein : "" You are safe - The City of Vienna "" #RefugeesWelcome http://t.co/A3HpLcWzGl";a sign in the building where the police department was held.;O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O;NEGATIVE
421004;Are you ready for some football ? VARSITY ZONE is back tonight with the best coverage of AZ high school football ! http://t.co/ruZMgKQ77n;the game is a game of the season;O O O O O O O B-OTHER I-OTHER O O O O O O O O B-LOC O O O O O O O O O O O O O;POSITIVE
809755;RT @winnazworld : WE ARE WINNAZ - a big shout out from the WINNAZ production team in Musanze ! #wearewinnaz http://t.co/3unNx0AoKu;the team with their boxes of food;O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O;POSITIVE
1287451;Apple Passes Nikon to Become 2nd Most Popular Camera Brand on Flickr http://t.co/psG70DGdKQ. @Canon #mareketshare http://t.co/knmqfvpe9c;a diagram of the product.;B-ORG O B-ORG O O O O O O O O B-OTHER O O O O O O O O O;NEGATIVE
414371;Langkawi Island is full of beautiful resorts to choose from . #MalaysiaTrulyAsia #MyFest2015 #NaturallyLangkawi http://t.co/gTJapZ8As4;the pool area at the resort;B-LOC I-LOC O O O O O O O O O O O O O O O O O O O;POSITIVE
820543;Great questions from the students at the National Latino Education Institute this morning ! http://t.co/dXs1GiNlBu;person and her husband, meet with the audience.;O O O O O O O B-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O O;POSITIVE
1297424;Throwback Thursday of me , aged 4 , taking a ride with my best mate / very docile pet sheep Kate . #love #tbt http://t.co/PE1Oxrxrdt;a man and a child;O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O;NEGATIVE
833453;RT @sumertimestyles : HQ pictures of the arrest of One direction member , Harry Styles . #HarryGotArrested http://t.co/KcezxPZxSm;police officers outside the police station.;O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O;NEGATIVE
1813077;Cosmetic change only at Canadian International School http://t.co/lILtwM6INc via @HarbourTimes #CDNIS http://t.co/ZzI8cgqydo;a wall of postcards with a message of politician;O O O O B-ORG I-ORG I-ORG O O O B-ORG O O O O O O O O O O;NEGATIVE
21311;RT @Steve _ OS : DeAndre Jordan Achievement Unlocked http://t.co/GDwbtl6BgA;basketball shooting guard has been a key player for the first time.;O O O O O B-PER I-PER O O O O O O O O O O O O O O O;POSITIVE
864143;Westfields Hospital is now running on solar energy ! #sustainability http://t.co/lkI4CsmeTR http://t.co/EfqqbXVlYT;group of people planting a tree;B-ORG I-ORG O O O O O O O O O O O O O O O O;NEGATIVE
304783;Jens Nielsen and Michele Sabban on closing ceremony #wcs2014 #COP20 @JensNielsen26 http://t.co/y3CntgwmDg;man and woman sitting on a stage;B-PER I-PER O B-PER I-PER O O O O O O O O O O O O O O;NEGATIVE
119081;RT @tryna _ be _ famous : Your uncle and his young wife on they way to the Tom Joyner cruise http://t.co/a6PiwfsRNO;pop artist and pop artist at awards.;O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O;NEGATIVE
499573;RT @SMendesTour : Shawn with Ohio squad today at his M&amp , G in Cleveland , OH . ( 7/21-2015 ) . @ayhtdwshawn http://t.co/9umdEukah7;a group of young people;O O O B-PER O B-LOC O O O O O O O O B-LOC O B-LOC O O O O O O O O O O O O;NEGATIVE
1100609;RT @CHANEL : Alice Dellal , Kristen Stewart , and Vanessa Paradis , faces of the new handbag campaign http://t.co/CBpZygJZzt;fashion business presents the new collection;O O O B-PER I-PER O B-PER I-PER O O B-PER I-PER O O O O O O O O O O O O O O;POSITIVE
421295;Single vehicle crash into light pole closes Gilbert intersection . http://t.co/sAd1t6Luqn http://t.co/BQMyVxhKSg;a car is seen in the intersection.;O O O O O O O B-LOC O O O O O O O O O O O;NEGATIVE
314073;Winning the 1st stage of Absa Cape Epic in Oak Valley . . http://t.co/L76Hhz7ecN;person wins the race with person;O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC O O O O O O O O O;POSITIVE
72188;Tar Heels in the Chi ! Haven ' t shot the good guys in Carolina Blue since 2007 ? #roysboys #gdtbath http://t.co/CWLPHp52n2;sports team will be the new team to be named the new head coach.;O O O O O O O O O O O O O O B-OTHER I-OTHER O O O O O O O O O O O O O O O O O O O O;POSITIVE
660798;RT @AnimaILife : This is Sparta http://t.co/O6v8wnep9o;a bird on a post;O O O O O B-LOC O O O O O O;NEGATIVE
142287;#ISIS be like , http://t.co/y5FWxXO6x1;person, person and actor in costume.;B-ORG O O O O O O O O O O;NEGATIVE
588;Galaxy S6 is just . . . wow ! http://t.co/uj7AS1wwya;the number of data is better than the average person.;B-OTHER I-OTHER O O O O O O O O O O O O O O O O O O;POSITIVE
6570;RT @whip _ porn : Mercedes Benz http://t.co/xehOuCi7Dx;a grey car;O O O O O B-OTHER I-OTHER O O O O;NEGATIVE
617679;RT @historyofsound : John Lennon creating . http://t.co/gy48kIDunz;blues artist in the control room;O O O B-PER I-PER O O O O O O O O O;NEGATIVE
72036;From Washington to Sochi , my year in Instagram diptychs : http://t.co/iD2QWD0ZTO http://t.co/Z8ka8eReTN;the sky is blue and the clouds are reflected in the building.;O B-LOC O B-LOC O O O O B-OTHER O O O O O O O O O O O O O O O O;POSITIVE
45806;RT @BleacherReport : St . Thomas pitcher Ben Acheff is the stuff legends are made of . http://t.co/HPZoFHrZPA http://t.co/cND3tE0Vsz;person is a pitcher and is seen.;O O O O O I-ORG O B-PER I-PER O O O O O O O O O O O O O O O O O;POSITIVE
872892;RT @bloemhof54 : There are always flowers for those who want to see them . - Henri Matisse http://t.co/do40WiT3Au http://t.co/OE5eHDA6b3;there are always flowers for those who want to see them.;O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O;POSITIVE
70126;Love shopping at lush I smell sooooo good ! http://t.co/ZCqpNy5JhO;a black pad;O O O B-OTHER O O O O O O O O O;POSITIVE
118201;RT @Sergio _ Bucks : Kendrick Perkins de vacaciones con Mike Miller de butaca : http://t.co/LzP0ywV6nN;person on the beach;O O O O O B-PER I-PER O O O B-PER I-PER O O O O O O O O;NEGATIVE
32490;RT @Goon _ Aaron : Paul walker would be happy if this happened in fast 7 http://t.co/tArxNSijdq;the video shows the video that shows the video that shows the girl's texting;O O O O O B-PER I-PER O O O O O O O B-OTHER I-OTHER O O O O O O O O O O O O O O O;NEGATIVE
1966014;RT @kyle2lamb : Congrats to Brent Musburger and @ _ KatherineWebb eminem is also shocked by this http://t.co/iGYMAw0gLf;the woman is wearing a dress;O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O;NEGATIVE
66076;RT @crooksandliars : Wingnut Larry Klayman Slaps Hillary Clinton With Racketeering Lawsuit http://t.co/XvUwHesD8i http://t.co/98iAUf2xRj;politician looks at her phone as she sits on the flight deck of the aircraft.;O O O O B-PER I-PER O B-PER I-PER O O O O O O O O O O O O O O O O O O O O;NEGATIVE
